panel,weight
panel_personalizebg3*panel_buyoneplantone,10
panel_startmenu2*panel_hpsa2,21
panel_carepack-dt-opp*panel_updateprofile2,18
panel_magicdesktop*panel_startmenu3,69
panel_magicdesktop*panel_hpsa3,88
panel_carepack-dt-mid*panel_startmenu2,8
panel_personalizebg2*panel_hpsa2,3177
panel_carepack-nb-elite*panel_socialmedia,27
panel_hp-reinventing-classrooms*panel_HPprintCOVID,36
panel_carepack-nb-low*panel_couponpage_cons,3
panel_hpsa3*panel_startmenu3,131
panel_test-amazon*panel_audio-switch3,2
panel_digitalpen*panel_utomik,9
panel_shortcuts*panel_gaming-expressVPN,20
panel_startmenu2*panel_office365a,533
panel_carepack-nb-mid*panel_office2019,123
panel_sprocket*panel_HPfolding,30
panel_CCbestpractices*panel_pinapps3,46
panel_tile*panel_photos,337
panel_office2019*panel_office-security,1560
panel_lockscreen3*panel_gaming-lastpass,16
panel_carepack-dt-opp*panel_pinapps2,21
panel_themes*panel_couponpage-smb_us,1
panel_omenprofiles*panel_omenheadset,1
panel_photos*panel_startmenu2,2523
panel_darkmode*panel_hp-reinventing-classrooms,36
panel_darkmode*panel_utomik,43
panel_quickaccess2*panel_quickaccess2,134
panel_utomik*panel_personalizebg3,393
panel_WFHPCSecurityCorona*panel_utomik,41
panel_gaming-lastpass*panel_omencc-network-boost,16
panel_gaming-expressVPN*panel_shortcuts,23
panel_office-security*panel_webbrowser3,142
panel_tile*panel_WFHPCSecurityCorona,71
panel_HPprintCOVID*panel_batterysaver,32
panel_WFHPCSecurityCorona*panel_carepack-nb-elite,1
panel_instant-ink*panel_office-mobile,382
panel_webbrowser2*panel_socialmedia,3023
panel_audio-switch*panel_pinapps2,3577
panel_wi-fi*panel_pinapps2,2941
panel_pinapps2*panel_office365a,501
panel_magicdesktop*panel_carepack-nb-emea,19
panel_webbrowser2*panel_hpsa3,2954
panel_office-try-buy*panel_multi-video-test,1
panel_gaming-lastpass*panel_shortcuts,25
panel_3DPrintCOVID*panel_gaming-expressVPN,1
panel_hp-reinventing-classrooms*panel_batterysaver,28
panel_setup-email4*panel_startmenu3,148
panel_batterysaver*panel_themes,90
panel_amazon-assistant*panel_webbrowser2,490
panel_mcafee-na*panel_omencc-network-boost,23
panel_gaming-expressVPN*panel_themes,1
panel_office-mobile*panel_office-security,488
panel_office360*panel_startmenu2,11
panel_HPfolding*panel_parentalcontrols,41
panel_office-security*panel_couponpage-smb_us,1
panel_wi-fi*panel_tile,303
panel_setup-email4*panel_updateprofile2,2818
panel_hpsa2*panel_mcafee2,1
panel_shortcuts*panel_setup-email4,1717
panel_darkmode*panel_sprocket,36
panel_WFHTipsCorona*panel_office-security,37
panel_sprocket*panel_webbrowser3,32
panel_shortcuts*panel_webbrowser2,1486
panel_office2019*panel_wi-fi,2243
panel_shortcuts*panel_sprocket,389
panel_gaming-expressVPN*panel_mcafee-na,15
panel_audio-switch3*panel_hpsa3,2655
panel_mcafee-na*panel_carepack-nb-low,69
panel_instant-ink*panel_themes,32
panel_quickaccess2*panel_mcafee2,1
panel_magicdesktop*panel_tile,92
panel_tile*panel_gaming-lastpass,8
panel_themes*panel_carepack-dt-mid,1
panel_mcafee-na*panel_digitalpen,4
panel_office-try-buy*panel_expressVPN,79
panel_carepack-nb-emea*panel_expressVPN,4
panel_themes*panel_couponpage_cons,34
panel_utomik*panel_tile,145
panel_updateprofile3*panel_GeneralAccessories,40
panel_CCbestpractices*panel_updateprofile3,42
panel_setup-email4*panel_GeneralAccessories,422
panel_HPrefresh*panel_nightlight,35
panel_office-security*panel_setup-email4,1646
panel_magicdesktop*panel_pinapps2,18
panel_3DPrintCOVID*panel_magicdesktop,36
panel_lockscreen3*panel_GeneralAccessories,367
panel_darkmode*panel_couponpage_cons,25
panel_omencc-network-boost*panel_audio-switch3,289
panel_CCbestpractices*panel_3DPrintCOVID,153
panel_shortcuts*panel_uripanel-app,2
panel_carepack-nb-low*panel_socialmedia,62
panel_carepack-dt-low*panel_HPfolding,1
panel_office-security*panel_updateprofile3,135
panel_action-center*panel_updateprofile3,168
panel_office-try-buy*panel_carepack-nb-high,624
panel_HPfolding*panel_HPfolding,17
panel_lastpass*panel_carepack-nb-high,1
panel_audio-switch*panel_omencc-network-boost,1
panel_themes*panel_instant-ink,28
panel_webbrowser3*panel_updateprofile3,152
office-mobile*panel_couponpage_us4,1
panel_WFHTipsCorona*panel_shortcuts,40
panel_shortcuts*panel_office-try-buy,3515
panel_tile*panel_couponpage_us4,142
panel_utomik*panel_office-security,373
panel_updateprofile2*panel_lockscreen3,3271
panel_3DPrintCOVID*panel_tile,31
panel_gaming-lastpass*panel_audio-switch3,24
panel_themes*panel_audio-switch3,115
panel_darkmode*panel_batterysaver,111
panel_expressVPN*panel_magicdesktop,11
panel_instant-ink*panel_carepack-dt-low,32
panel_updateprofile3*panel_office2019,150
panel_updateprofile2*panel_action-center,1480
panel_audio-switch3*panel_carepack-nb-mid,341
panel_pinapps2*panel_hpsa3,3096
panel_shortcuts*panel_carepack-nb-low,89
panel_utomik*panel_gaming-lastpass,17
panel_webbrowser3*panel_carepack-nb-mid,9
panel_office-mobile*panel_nightlight,28
panel_hp-reinventing-classrooms*panel_setup-email4,378
panel_webbrowser2*panel_magicdesktop,16
panel_test-amazon*panel_office-mobile,1
panel_personalizebg3*panel_pinapps3,146
panel_couponpage_us4*panel_action-center,474
panel_hp-reinventing-classrooms*panel_hpsa3,366
panel_darkmode*panel_updateprofile3,141
panel_office2019*panel_updateprofile2,2077
panel_office-mobile*panel_WFHTipsCorona,29
panel_mcafee-na*panel_3DPrintCOVID,21
panel_pinapps2*panel_updateprofile2,5492
panel_carepack-nb-emea*panel_3DPrintCOVID,1
panel_hp-reinventing-classrooms*panel_amazon-assistant,178
panel_tile*panel_startmenu2,272
panel_HPprintCOVID*panel_carepack-nb-high,8
panel_carepack-dt-low*panel_GeneralAccessories,15
panel_office-mobile*panel_couponpage_us4,718
panel_gaming-lastpass*panel_pinapps2,14
panel_tile*panel_updateprofile3,83
panel_HPfolding*panel_office-try-buy,147
panel_hpsa3*panel_office365a,449
panel_wi-fi*panel_carepack-nb-low,192
panel_pinapps2*panel_hpsa2,3005
panel_audio-switch3*panel_hp-reinventing-classrooms,347
panel_3DPrintCOVID*panel_WFHTipsCorona,167
panel_sprocket*panel_office-security,343
panel_carepack-nb-mid*panel_updateprofile2,86
panel_personalizebg2*panel_audio-switch,1767
panel_utomik*panel_carepack-nb-elite,29
panel_amazon-assistant*panel_personalizebg3,606
panel_gaming-expressVPN*panel_sprocket,13
panel_audio-switch3*panel_office365a,515
panel_updateprofile3*panel_pinapps2,13
panel_GeneralAccessories*panel_batterysaver,24
panel_hpsa2*panel_audio-switch3,1
panel_carepack-dt-low*panel_instant-ink,17
panel_instant-ink*panel_GeneralAccessories,339
panel_updateprofile3*panel_photos,127
panel_office365a*panel_carepack-dt-mid,5
panel_updateprofile2*panel_webbrowser2,2848
panel_webbrowser2*panel_utomik,339
panel_batterysaver*panel_webbrowser3,123
panel_batterysaver*panel_hpsa3,110
panel_hp-reinventing-classrooms*panel_audio-switch3,361
panel_gaming-expressVPN*panel_pinapps2,21
panel_startmenu2*panel_updateprofile2,2988
panel_expressVPN*panel_utomik,11
panel_expressVPN*panel_carepack-nb-low,2
panel_webbrowser3*panel_carepack-nb-high,8
panel_sprocket*panel_carepack-nb-high,69
panel_updateprofile2*panel_office365,1002
panel_omencc-network-boost*panel_WFHTipsCorona,2
panel_gaming-lastpass*panel_HPfolding,3
panel_tile*panel_mcafee-na,145
panel_updateprofile3*panel_themes,131
panel_darkmode*panel_photos,166
panel_updateprofile2*panel_hpsa2,3099
panel_office2019*panel_photos,2219
panel_webbrowser2*panel_carepack-nb-emea,257
panel_carepack-nb-elite*panel_office2019,36
panel_HPfolding*panel_updateprofile3,43
panel_hp-reinventing-classrooms*panel_themes,41
panel_gaming-lastpass*panel_updateprofile3,2
panel_hpsa3*panel_CCbestpractices,36
panel_carepack-nb-low*panel_lockscreen3,68
panel_updateprofile3*panel_instant-ink,35
panel_lockscreen3*panel_audio-switch3,2710
panel_couponpage_us4*panel_carepack-nb-mid,329
panel_digitalpen*panel_amazon-assistant,9
panel_lockscreen3*panel_startmenu3,158
panel_multi-icon-test*panel_panel_test-content2,1
panel_startmenu3*panel_CCbestpractices,53
panel_lockscreen3*panel_carepack-nb-elite,122
panel_carepack-nb-low*panel_pinapps2,59
panel_office365*panel_personalizebg2,997
panel_sprocket*panel_updateprofile2,326
panel_magicdesktop*panel_instant-ink,36
panel_pinapps3*panel_personalizebg3,140
panel_photos*panel_expressVPN,34
panel_setup-email4*panel_multi-icon-test,1
panel_utomik*panel_darkmode,31
panel_couponpage_us4*panel_pinapps2,985
panel_action-center*panel_lockscreen3,1695
panel_utomik*panel_CCbestpractices,36
panel_action-center*panel_office2019,1581
panel_socialmedia*panel_carepack-dt-low,78
panel_batterysaver*panel_pinapps2,15
panel_carepack-nb-emea*panel_setup-email4,328
panel_mcafee2*panel_updateprofile2,1
panel_pinapps2*panel_carepack-nb-emea,303
panel_personalizebg2*panel_office365,1025
panel_wi-fi*office2019,1
panel_utomik*panel_hp-reinventing-classrooms,366
panel_lockscreen3*panel_pinapps2,3093
panel_couponpage_cons*panel_sprocket,35
panel_parentalcontrols*panel_carepack-nb-emea,29
panel_socialmedia*panel_CCbestpractices,38
panel_pinapps2*panel_batterysaver,6
panel_socialmedia*panel_carepack-nb-elite,121
panel_themes*panel_sprocket,34
panel_HPfolding*panel_3DPrintCOVID,148
panel_office-security*panel_parentalcontrols,111
panel_omendisplay*panel_omen-mouse-mousepad,1
panel_office2019*panel_HPprintCOVID,33
panel_utomik*panel_shortcuts,376
panel_carepack-nb-low*panel_office2019,43
panel_3DPrintCOVID*panel_couponpage-smb_us,1
panel_sprocket*panel_HPprintCOVID,32
panel_CCbestpractices*panel_carepack-nb-mid,6
panel_mcafee2*panel_office360,1
panel_office-try-buy*panel_couponpage-smb_us,3
panel_sprocket*panel_darkmode,25
panel_WFHPCSecurityCorona*panel_carepack-nb-high,7
panel_shortcuts*panel_magicdesktop,76
panel_office-security*panel_lockscreen3,1738
panel_office-try-buy*panel_office-try-buy,7931
panel_carepack-dt-low*panel_amazon-assistant,8
panel_personalizebg3*panel_amazon-assistant,530
panel_office360*panel_lockscreen2,3803
panel_GeneralAccessories*panel_carepack-dt-low,30
panel_carepack-dt-opp*panel_audio-switch3,28
panel_photos*panel_webbrowser3,154
panel_darkmode*panel_mcafee-na,22
panel_mcafee-na*panel_pinapps3,31
panel_audio-switch3*panel_amazon-assistant,518
panel_personalizebg3*panel_office365a,543
panel_tile*panel_mcafee-emea,82
panel_socialmedia*panel_office365a,522
panel_digitalpen*panel_webbrowser2,4
panel_updateprofile3*panel_webbrowser3,139
panel_nightlight*panel_carepack-nb-high,4
panel_parentalcontrols*panel_audio-switch3,122
panel_gaming-lastpass*panel_startmenu3,1
panel_webbrowser2*panel_mcafee-na,346
panel_mcafee-emea*panel_updateprofile2,219
panel_lockscreen2*panel_audio-switch,1796
panel_batterysaver*panel_carepack-nb-elite,1
panel_carepack-nb-mid*panel_wi-fi,106
panel_office365a*panel_startmenu2,1112
panel_CCbestpractices*panel_WFHTipsCorona,153
panel_parentalcontrols*panel_personalizebg3,143
panel_office-security*panel_HPfolding,47
panel_webbrowser3*panel_hp-reinventing-classrooms,37
panel_hpsa3*panel_setup-email4,3097
panel_instant-ink*panel_multi-icon-test,1
panel_instant-ink*panel_shortcuts,416
panel_office-try-buy*panel_webbrowser3,496
panel_office-mobile*panel_hpsa3,804
panel_action-center*panel_couponpage-smb_us,1
panel_tile*panel_buyoneplantone,8
panel_mcafee-na*panel_nightlight,40
panel_action-center*panel_startmenu3,150
panel_startmenu2*panel_GeneralAccessories,347
panel_lastpass*panel_office-security,25
panel_themes*panel_amazon-assistant,30
panel_carepack-nb-elite*panel_tile,7
panel_omencc-network-boost*panel_couponpage_us4,37
panel_pinapps2*panel_office-try-buy,4476
panel_carepack-nb-mid*panel_tile,52
panel_wi-fi*panel_mcafee-emea,262
panel_WFHTipsCorona*panel_action-center,38
panel_gaming-lastpass*panel_office-try-buy,57
panel_action-center*panel_3DPrintCOVID,40
panel_darkmode*panel_hpsa3,163
panel_carepack-nb-mid*panel_carepack-nb-mid,55
panel_wi-fi*panel_omencc-network-boost,336
panel_sprocket*panel_hpsa3,390
panel_parentalcontrols*panel_updateprofile3,113
panel_amazon-assistant*panel_couponpage_cons,20
panel_socialmedia*panel_webbrowser3,144
panel_office-mobile*panel_office2019,736
panel_3DPrintCOVID*panel_parentalcontrols,35
panel_HPfolding*panel_wi-fi,43
panel_WFHTipsCorona*panel_mcafee-emea,1
panel_instant-ink*panel_carepack-nb-mid,128
panel_office-security*panel_audio-switch3,1376
panel_parentalcontrols*panel_lockscreen3,137
panel_instant-ink*panel_pinapps3,25
panel_expressVPN*panel_updateprofile3,12
panel_digitalpen*panel_HPrefresh,9
panel_sprocket*panel_parentalcontrols,26
panel_lockscreen3*panel_updateprofile3,143
panel_WFHPCSecurityCorona*panel_mcafee-emea,1
panel_magicdesktop*panel_sprocket,53
panel_lockscreen3*panel_photos,2675
panel_updateprofile2*panel_personalizebg3,3381
panel_carepack-nb-high*panel_gaming-lastpass,8
panel_hpsa3*panel_panel_test-content5,1
panel_quickaccess2*panel_updateprofile2,1137
panel_action-center*panel_instant-ink,390
panel_action-center*panel_expressVPN,27
panel_carepack-nb-high*panel_lastpass,1
panel_darkmode*panel_office-security,162
panel_startmenu2*panel_mcafee-na,361
panel_lockscreen3*panel_personalizebg3,3750
panel_webbrowser3*panel_office-mobile,29
panel_carepack-nb-high*panel_3DPrintCOVID,3
panel_carepack-nb-high*panel_office-security,72
panel_pinapps3*panel_digitalpen,4
panel_lockscreen3*panel_webbrowser2,2983
panel_HPprintCOVID*panel_expressVPN,6
panel_HPrefresh*panel_CCbestpractices,146
panel_carepack-nb-high*panel_omencc-network-boost,16
panel_instant-ink*panel_buyoneplantone,10
panel_personalizebg3*panel_gaming-lastpass,25
panel_office-try-buy*panel_parentalcontrols,435
panel_darkmode*panel_carepack-nb-low,9
panel_digitalpen*panel_hpsa3,15
panel_photos*panel_updateprofile2,2406
panel_carepack-nb-high*panel_digitalpen,1
panel_CCbestpractices*panel_batterysaver,38
panel_lockscreen3*panel_care-pack-nb-high3,1
panel_lockscreen3*panel_quickaccess2,1088
panel_darkmode*panel_nightlight,174
panel_gaming-expressVPN*panel_magicdesktop,2
panel_batterysaver*panel_mcafee-emea,36
panel_pinapps2*panel_lockscreen2,2948
panel_digitalpen*panel_parentalcontrols,7
panel_couponpage_cons*panel_photos,42
panel_carepack-dt-opp*panel_office2019,33
panel_office365*panel_lockscreen2,1061
panel_carepack-nb-emea*panel_startmenu2,295
panel_nightlight*panel_amazon-assistant,37
panel_carepack-dt-opp*panel_couponpage_cons,2
panel_setup-email4*panel_hp-reinventing-classrooms,404
panel_carepack-nb-mid*panel_buyoneplantone,3
panel_lastpass*panel_lockscreen3,19
panel_batterysaver*panel_office-security,101
panel_hp-reinventing-classrooms*panel_couponpage_cons,24
panel_pinapps3*panel_shortcuts,138
panel_utomik*panel_HPfolding,37
panel_startmenu2*panel_tile,267
panel_updateprofile3*panel_tile,73
panel_photos*panel_photos,511
panel_themes*panel_carepack-nb-high,6
panel_expressVPN*panel_startmenu2,19
panel_WFHTipsCorona*panel_parentalcontrols,39
panel_WFHPCSecurityCorona*panel_carepack-nb-mid,8
panel_carepack-nb-high*panel_updateprofile3,8
panel_wi-fi*panel_darkmode,174
panel_lastpass*panel_pinapps2,12
panel_carepack-nb-mid*panel_office-security,98
panel_office-security*panel_hp-reinventing-classrooms,383
panel_updateprofile2*panel_audio-switch3,2464
panel_WFHPCSecurityCorona*panel_updateprofile3,37
panel_GeneralAccessories*panel_WFHPCSecurityCorona,28
panel_lastpass*panel_themes,7
panel_socialmedia*panel_lockscreen3,3456
panel_mcafee-na*panel_socialmedia,398
panel_wi-fi*panel_GeneralAccessories,386
panel_updateprofile3*panel_expressVPN,8
panel_startmenu2*panel_lastpass,18
panel_carepack-dt-opp*panel_parentalcontrols,3
panel_webbrowser2*panel_updateprofile2,2953
panel_personalizebg3*panel_socialmedia,3314
panel_carepack-nb-mid*panel_setup-email4,146
panel_GeneralAccessories*panel_audio-switch3,360
panel_3DPrintCOVID*panel_nightlight,39
panel_amazon-assistant*panel_carepack-nb-mid,127
panel_mcafee-na*panel_startmenu2,348
panel_gaming-lastpass*panel_amazon-assistant,13
panel_office-try-buy*panel_buyoneplantone,31
panel_CCbestpractices*panel_setup-email4,39
panel_socialmedia*panel_couponpage_cons,34
panel_mcafee-na*panel_buyoneplantone,9
panel_carepack-nb-elite*panel_pinapps2,30
panel_sprocket*panel_pinapps3,20
panel_pinapps2*panel_lastpass,10
panel_mcafee-emea*panel_pinapps2,246
panel_buyoneplantone*panel_carepack-nb-high,3
panel_themes*panel_WFHTipsCorona,38
panel_3DPrintCOVID*panel_shortcuts,43
panel_photos*panel_lastpass,14
panel_omencc-network-boost*panel_batterysaver,20
panel_themes*panel_parentalcontrols,107
panel_magicdesktop*panel_carepack-nb-mid,18
panel_carepack-dt-low*panel_audio-switch3,18
panel_digitalpen*panel_office-security,22
panel_shortcuts*panel_mcafee-emea,301
panel_batterysaver*panel_office-mobile,22
panel_buyoneplantone*panel_office-try-buy,31
panel_audio-switch3*panel_magicdesktop,80
panel_buyoneplantone*panel_utomik,11
panel_webbrowser3*panel_WFHTipsCorona,51
panel_GeneralAccessories*panel_amazon-assistant,169
panel_carepack-nb-elite*panel_webbrowser2,31
panel_hpsa2*panel_updateprofile2,4629
panel_carepack-nb-high*panel_office-try-buy,263
panel_nightlight*panel_hpsa3,181
panel_pinapps3*panel_webbrowser3,139
panel_HPprintCOVID*panel_lockscreen3,47
panel_tile*panel_pinapps3,65
panel_multi-icon-test*panel_test-amazon,1
panel_socialmedia*panel_batterysaver,122
panel_personalizebg2*panel_office360,1898
panel_amazon-assistant*panel_startmenu2,534
panel_couponpage_us4*panel_carepack-nb-elite,128
panel_uripanel-link*panel_multi-icon-test,1
panel_instant-ink*panel_amazon-assistant,182
panel_carepack-dt-low*panel_office-try-buy,61
panel_carepack-dt-mid*panel_webbrowser2,2
panel_mcafee-na*panel_sprocket,364
panel_HPprintCOVID*panel_carepack-dt-low,1
panel_lockscreen2*panel_quickaccess2,15
panel_wi-fi*panel_mcafee-na,411
socialmedia*office2019-us,1
panel_parentalcontrols*panel_magicdesktop,46
panel_couponpage_cons*panel_magicdesktop,30
panel_setup-email4*panel_office-mobile,972
panel_gaming-lastpass*panel_3DPrintCOVID,2
panel_carepack-dt-opp*panel_quickaccess2,2
panel_HPfolding*panel_couponpage_cons,30
panel_carepack-nb-emea*panel_shortcuts,308
panel_magicdesktop*panel_HPfolding,42
panel_amazon-assistant*panel_action-center,392
panel_carepack-nb-emea*panel_amazon-assistant,98
panel_startmenu3*panel_socialmedia,166
panel_nightlight*panel_mcafee-na,39
panel_updateprofile2*panel_hpsa3,3009
panel_action-center*panel_carepack-dt-low,46
panel_nightlight*panel_setup-email4,159
panel_carepack-dt-mid*panel_wi-fi,11
panel_startmenu3*panel_multi-icon-test,1
panel_setup-email4*panel_HPrefresh,34
panel_WFHTipsCorona*panel_omencc-network-boost,2
panel_setup-email4*panel_webbrowser2,2863
panel_expressVPN*panel_carepack-nb-mid,4
panel_audio-switch3*panel_carepack-dt-high,1
panel_sprocket*panel_digitalpen,7
panel_carepack-nb-high*panel_lockscreen3,116
panel_WFHPCSecurityCorona*panel_tile,45
panel_gaming-expressVPN*panel_couponpage_us4,13
panel_CCbestpractices*panel_carepack-dt-low,1
panel_personalizebg2*panel_quickaccess2,10
panel_expressVPN*panel_instant-ink,16
panel_wi-fi*panel_instant-ink,405
panel_carepack-nb-low*panel_lastpass,1
panel_amazon-assistant*panel_WFHTipsCorona,23
panel_parentalcontrols*panel_HPfolding,33
panel_gaming-lastpass*panel_darkmode,5
panel_wi-fi*panel_digitalpen,16
panel_office365a*panel_carepack-nb-elite,52
panel_pinapps3*panel_setup-email4,138
panel_startmenu2*panel_shortcuts,1566
panel_carepack-dt-mid*panel_WFHPCSecurityCorona,1
panel_utomik*panel_carepack-dt-low,36
panel_sprocket*panel_couponpage_us4,333
panel_audio-switch3*panel_themes,115
personalizebg3*office365a,1
panel_carepack-dt-low*panel_pinapps3,2
panel_carepack-dt-low*panel_updateprofile2,17
panel_omencc-network-boost*panel_carepack-nb-elite,14
panel_carepack-nb-low*panel_batterysaver,13
panel_webbrowser2*panel_updateprofile3,1
panel_couponpage_us4*panel_shortcuts,524
panel_HPprintCOVID*panel_hp-reinventing-classrooms,41
panel_webbrowser2*panel_omencc-network-boost,312
panel_nightlight*panel_omencc-network-boost,17
panel_pinapps2*panel_office365,1045
panel_carepack-nb-elite*panel_sprocket,18
panel_quickaccess2*panel_carepack-dt-opp,22
panel_updateprofile2*panel_magicdesktop,15
panel_couponpage_us4*panel_carepack-dt-opp,51
